AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
6.4174,1011.2,95.058,4.2503,23.527,1083.7,550.1,134.4,11.79,1.8342,80.209
6.0853,1010.8,96.661,4.3131,23.696,1084.8,550.07,135.29,11.836,1.7087,79.746
5.9799,1010.2,98.086,4.297,23.61,1084.2,549.96,134.74,11.798,1.758,79.632
6.4816,1011.1,91.201,5.562,33.154,1099,527.26,161.26,14.02,0.30256,76.001
6.0479,1012,92.954,5.5029,32.901,1100,527.98,163.17,14.046,0.13739,71.437
6.1547,1012.2,91.433,5.5062,32.784,1100.1,528.49,163.28,14.06,1.0841,71.949
5.8473,1012.3,91.532,5.5887,33.299,1100.2,526.76,164.81,14.203,1.0646,71.651
5.5259,1012.3,92.777,5.6597,33.498,1100.1,526.33,165.8,14.241,0.94261,68.977
4.9922,1012.4,92.788,4.4384,24.663,1084.6,547.17,137.7,12.065,1.5995,81.388
4.5208,1012.2,93.184,4.2963,23.585,1083.6,550.09,134.57,11.883,1.7111,83.672
4.3754,1012.1,92.345,4.3788,24.308,1087.2,550.15,136.09,12.007,1.4594,84.012
4.4465,1012,90.665,4.2821,24.178,1086.7,549.91,135.43,12.007,1.446,84.663
4.128,1011.6,88.615,3.9446,21.864,1064,544.21,123.44,11.192,5.0299,104.53
3.7288,1012,89.565,3.6549,19.165,1057.5,549.93,111.72,10.668,4.0887,108.14
4.9469,1011.8,86.141,4.2746,23.679,1084.3,550.12,131.62,11.763,1.679,90.887
5.442,1011.2,81.698,4.1049,23.707,1085,549.88,134.75,11.939,1.6813,83.592
6.1658,1010.3,82.916,4.2488,24.687,1089.9,549.95,138.56,12.039,1.4882,83.483
7.2118,1009.7,76.238,4.2934,24.935,1090.4,549.96,138.69,12.088,1.3348,83.479
7.8582,1009.6,59.875,4.2645,24.937,1090.7,549.82,138.7,12.013,1.315,85.659
8.0043,1009.8,56.509,3.8871,22.293,1070.5,546.9,125.71,11.336,3.1997,87.256
7.6406,1009.9,61.385,3.7344,21.384,1065.7,547.49,122.43,11.143,3.3474,84.956
6.3196,1009.8,68.196,4.0704,23.857,1084.8,549.87,134.7,11.83,1.3238,84.482
5.6147,1009.8,76.501,4.1071,23.858,1084.3,549.79,134.7,11.846,1.6035,84.305
5.3847,1010.1,72.311,4.0948,23.794,1084.2,549.88,134.71,11.81,1.6897,83.984
5.3236,1010.4,78.034,4.0938,23.727,1084.5,550.03,134.69,11.844,1.3181,81.887
4.9114,1010.8,82.386,4.1686,23.888,1085.4,549.85,135.6,11.923,1.358,82.04
4.6504,1010.8,84.987,4.1532,23.886,1085,550.16,135.55,11.922,1.2555,82.001
4.2032,1011,86.945,4.2208,23.928,1085.1,549.56,135.74,11.997,1.4188,82.218
3.8848,1011,87.816,5.0169,30.034,1099.6,537.76,157.83,13.403,0.76467,73.516
3.7718,1010.8,82.957,3.9872,22.628,1073.2,546.7,129.3,11.495,3.0552,87.456
3.5608,1010.8,77.286,3.5121,19.455,1042,538.41,112.98,10.492,8.9097,104.39
3.2378,1010.9,79.859,3.5353,19.343,1044.4,540.49,111.71,10.441,8.9509,110.28
3.4337,1010.9,80.47,3.6075,19.11,1057.5,550.13,111.71,10.514,4.4667,104.73
3.6819,1011.1,78.048,3.5266,19.047,1057.1,550.07,111.7,10.506,4.5852,106.62
3.2929,1011.6,80.308,3.5474,18.995,1056.8,550.04,111.7,10.48,5.0102,114.35
3.2696,1012.3,79.547,3.9039,21.482,1070,549.15,122.34,11.225,3.7054,106.71
3.4786,1012.8,80.184,4.7136,27.789,1091.1,539.47,145.94,12.799,1.4439,78.395
3.6541,1013.3,79.636,5.3073,33.15,1100.1,526.81,166.33,14.207,0.82068,66.704
3.876,1013.6,79.819,5.4268,33.676,1099.9,524.92,167.3,14.311,0.91308,66.294
4.6557,1013.5,74.477,5.3907,33.332,1100.3,525.95,166.32,14.23,0.8852,67.14
5.51,1013.4,71.764,5.4315,33.534,1100,525.44,166.19,14.326,1.1463,68.295
5.9982,1013.2,67.147,5.4045,33.27,1099.9,526.19,165.61,14.232,1.1589,68.862
5.9881,1013.6,71.839,5.4245,33.431,1100.2,525.64,166.24,14.357,0.95119,66.593
5.4841,1014.2,78.194,5.8669,36.632,1100,515.42,172.15,14.908,1.4861,66.02
5.1745,1014.6,78.014,5.8856,36.751,1100.2,514.66,172.54,14.958,1.3507,66.96
4.9214,1015.3,75.458,5.8514,36.826,1100.1,514.43,172.97,14.976,1.3137,68.089
4.7494,1016,79.55,5.8497,36.816,1100.1,514.3,173.26,15.002,1.3259,66.997
4.0273,1016.6,87.783,5.9883,36.973,1099.5,513.47,173.92,15.031,1.3217,65.289
3.7054,1017.1,85.93,5.98,37.189,1099.5,513.06,174.25,15.055,1.6353,64.771
3.4226,1017.6,85.443,5.9684,37.172,1100,513.09,174.61,15.081,1.7147,65.923
3.3332,1017.8,82.775,5.8884,36.917,1100,513.29,174.4,15.043,1.6371,66.687
3.3198,1018.2,80.041,5.3428,33.144,1098.6,525.16,166.49,14.132,0.90711,67.606
3.0095,1018.5,81.263,4.1719,23.596,1086,550.34,134.17,11.864,1.3851,85.182
3.3885,1018.8,75.456,4.1479,23.549,1085.9,550.25,133.65,11.919,1.3449,84.966
3.2612,1019.1,74.472,4.136,23.64,1086.5,549.97,134.18,11.941,1.4605,87.146
2.7919,1019.2,77.769,4.1764,23.498,1085.5,550.33,133.68,11.846,1.6597,87.239
2.4947,1019.5,77.785,4.1412,23.46,1085.3,550.09,133.68,11.794,1.6913,87.219
1.5895,1020.3,81.061,3.9984,22.248,1077.3,549.45,128.62,11.496,2.7483,97.398
1.2156,1020.7,81.702,4.872,29.136,1094.6,535.52,154.53,13.272,1.1215,76.182
1.066,1021.2,83.809,4.9614,30.058,1093.3,532.28,156.22,13.455,1.3329,75.048
1.8092,1021.5,83.6,5.4654,33.955,1099.9,523.21,169.08,14.417,0.57516,62.059
3.0133,1021.6,76.607,5.5533,34.707,1099.9,521.01,169.74,14.581,0.63178,62.174
4.0092,1021.3,67.613,5.522,34.425,1100.1,522.35,168.84,14.534,0.77315,64.137
4.6915,1020.9,59.996,5.467,33.875,1099.8,523.6,167.43,14.459,0.82449,67.016
4.8825,1020.7,58.592,5.2343,32.318,1100.1,528.75,164.08,13.989,0.82917,69.248
4.9828,1020.7,57.118,5.1424,31.725,1099.8,530.49,162.67,13.878,0.78687,69.042
4.9065,1021.1,54.566,5.1456,31.715,1099.9,530.74,162.73,13.866,0.77126,68.94
4.7921,1021.4,58.128,5.1733,31.715,1100,530.88,162.73,13.855,0.84411,68.957
4.3736,1021.5,66.598,5.1999,31.791,1100,530.64,163.06,13.916,0.7057,68.273
3.9773,1021.8,64.981,5.3148,32.662,1099.8,527.73,165.24,14.092,0.49113,66.794
3.7387,1022.1,64.131,5.2297,32.256,1099.8,528.84,164.47,14.103,0.50926,67.162
3.6869,1022.3,61.818,5.3161,32.949,1099.9,526.78,166.05,14.183,0.57932,66.927
3.747,1022.6,60.31,5.3232,32.818,1099.8,526.48,166.28,14.23,0.66769,69.607
7.8287,1009.6,65.1,5.4951,33.199,1100.1,528.9,162.06,13.991,1.3204,79.483
8.9876,1009.1,64.781,5.5505,32.713,1100.5,529.76,160.91,14.04,1.0783,79.409
10.056,1008.1,61.601,5.5834,32.576,1099.9,530.42,159.94,13.875,1.0018,78.862
10.872,1008.5,68.643,5.4775,32.278,1100.3,531.63,159.18,13.881,0.98604,77.029
11.039,1008.9,74.548,5.5553,32.411,1100,530.95,159.29,13.872,0.98507,75.066
11.051,1009.2,80.609,5.4742,32.155,1100.3,531.93,158.83,13.89,0.95008,74.549
11.125,1008.8,79.577,5.5093,32.341,1099.9,531.28,159.27,13.799,0.8872,74.332
10.725,1009.5,78.595,5.4006,32.476,1100.1,531.12,160.01,13.865,1.0682,75.326
10.083,1009.7,76.643,5.4664,32.964,1100.1,529.63,161.18,13.958,1.2814,76.547
9.6114,1010.1,76.973,4.4937,26.075,1072.3,536.15,135.69,12.226,3.883,94.605
9.0137,1010.6,80.411,5.4561,33.139,1099.5,528.33,162.15,14.02,1.2107,75.75
8.353,1011.1,82.944,5.4806,33.152,1100.1,528.35,163.01,14.067,0.8589,74.767
7.9903,1011.3,87.483,5.5407,33.182,1099.8,528.16,163.26,14.035,0.86184,74.246
7.9469,1011.8,88.581,4.2814,24.087,1084.3,549.61,134.83,11.849,1.6636,82.955
8.2818,1012.2,87.034,4.2347,24.082,1083.9,549.93,134.06,11.819,1.8282,82.463
6.0117,1012.5,86.104,4.0537,22.2,1047,532.66,119.69,11.19,29.674,94.562
6.8112,1013,91.704,4.3401,24.227,1085.4,549.98,134.73,11.806,1.7095,83.624
10.051,1013.3,88.139,4.3438,24.562,1086.6,550.26,134.7,11.863,1.7503,82.366
11.744,1013.5,78.148,4.4074,24.471,1086.6,549.9,134.72,11.917,1.7181,81.328
12.581,1013.3,75.284,4.4191,24.555,1087.1,549.81,134.73,11.939,1.6045,82.356
13.222,1013.3,74.367,4.4163,24.673,1087.3,549.7,134.73,11.976,1.3228,82.724
13.454,1013.5,76.492,4.6496,26.696,1090,544.9,140.25,12.413,1.3945,78.376
13.408,1013.4,79.069,4.3317,24.557,1086.3,550.19,133.73,11.893,1.6921,78.061
13.353,1013.4,81.084,4.3354,24.425,1085.8,550.14,133.72,11.844,1.7639,79.341
12.377,1013.5,84.626,4.2997,24.217,1085.3,549.95,133.75,11.76,1.9187,79.394
11.944,1013.7,85.991,4.2764,24.123,1084.5,549.96,133.3,11.849,1.8039,79.432
11.685,1014.1,87.745,4.2996,24.234,1085.3,550.21,133.72,11.967,1.5795,79.368
11.397,1014.2,88.354,4.3642,24.269,1085.2,549.85,134.1,11.999,1.6589,79.433
10.779,1014.6,89.78,4.344,24.294,1085.2,549.99,133.87,11.834,1.6905,79.47
11.187,1014.9,92.516,4.4855,24.327,1084.8,549.68,133.65,11.832,1.9788,77.785
11.023,1014.7,91.525,4.5596,24.393,1085.2,549.93,134.24,11.917,1.9259,80.262
10.19,1014.8,91.89,5.1489,27.423,1099.5,548.05,147.18,12.598,1.1858,84.178
9.2874,1014.9,91.825,4.7024,24.265,1085,550.13,134.53,11.83,1.6992,80.565
8.5052,1014,94.254,4.0991,21.267,1025.6,522.79,110.79,10.899,44.103,95.558
8.8312,1013.5,92.821,4.4951,24.217,1084.3,550.1,134.06,11.729,1.8484,82.027
9.108,1013.2,94.043,4.5443,24.376,1085.9,550.3,134.86,11.976,1.7927,80.035
10.415,1013,93.682,4.4547,24.443,1086.5,549.75,134.7,11.978,1.7251,77.148
11.465,1012.7,87.028,4.3323,24.563,1087.1,549.87,134.72,11.942,1.7456,79.155
11.895,1012,81.869,4.3086,24.626,1086.8,549.98,134.98,12.052,1.7216,78.97
11.392,1011.1,82.588,4.2936,24.583,1086.7,550.21,134.74,12.017,1.7162,78.938
11.243,1010.2,83.216,4.2903,24.543,1086.4,549.81,134.75,11.979,1.8044,77.711
11.141,1009.4,87.916,4.3267,24.552,1086.4,550.36,134.73,11.941,1.728,77.648
10.977,1008.9,88.028,4.3307,24.543,1086.3,550.12,134.73,11.904,1.6861,77.933
11.035,1008.6,86.78,4.3144,24.502,1086,549.63,134.74,11.891,1.6172,77.434
11.525,1008.2,85.196,4.3187,24.386,1086.4,549.77,134.74,11.883,1.6908,77.909
10.267,1007.2,97.913,4.4436,24.448,1086,550.17,134.73,11.905,1.8367,76.67
9.8921,1006.7,98.718,4.4361,24.335,1085.1,550.07,134.22,11.904,1.8651,78.118
10.052,1006.3,97.914,4.4219,24.285,1084.9,550.09,134.17,11.908,1.789,79.241
10.437,1005.7,96.542,4.4301,24.385,1085.3,549.87,134.37,11.868,1.8005,78.184
10.814,1005,95.332,4.4204,24.24,1084.9,550.05,133.67,11.911,1.7802,77.866
10.85,1004.4,96.76,4.4907,24.132,1084.1,549.95,133.3,11.766,1.8968,76.829
10.366,1003.5,99.227,4.6576,24.371,1084.8,549.72,133.94,11.808,1.7727,76.172
10.013,1003.2,100.16,4.736,24.292,1084,549.9,133.58,11.798,1.7266,76.335
10.204,1002.5,100.09,4.6727,24.361,1084.3,550.02,133.66,11.805,1.7467,76.341
10.361,1001.6,100.06,4.6253,24.351,1084.3,550.01,133.66,11.799,1.6045,76.445
10.362,1001.3,99.021,4.0397,20.8,1063.2,549.95,118.08,10.734,3.1145,78.469
10.389,1000.8,99.46,3.8175,19.215,1052.9,549.47,111.06,10.357,4.3633,82.442
10.824,1000.4,97.411,3.8087,19.559,1055.8,549.81,112.8,10.438,4.0762,80.715
10.986,1000.1,96.556,4.524,24.458,1084.8,549.97,134.09,11.877,1.7848,77.255
11.421,999.96,95.801,4.5221,24.427,1084.6,549.96,133.71,11.807,1.6596,75.277
11.559,999.77,95.08,4.5215,24.433,1084.5,549.83,133.74,11.804,1.4106,74.564
11.585,999.23,95.262,4.5232,24.48,1084.2,549.76,133.74,11.802,1.4142,74.565
11.888,998.52,92.772,4.4874,24.493,1084.5,549.69,133.72,11.813,1.4506,74.589
11.809,998.27,93.973,4.5001,24.51,1084.3,550.21,133.72,11.794,1.5347,74.506
11.182,998.18,97.942,4.5129,24.517,1083.9,550.2,133.74,11.807,1.6744,74.729
10.882,998.19,100.02,4.5869,24.644,1085,549.9,134.54,11.846,1.6794,75.306
10.616,998.29,100.14,4.6269,24.461,1084.1,550.15,133.72,11.784,1.5232,74.606
10.344,998.25,100.16,4.8576,24.383,1084,549.91,133.73,11.775,1.7181,74.58
10.381,998.32,100.15,4.8953,24.338,1083.8,549.77,133.57,11.769,1.6926,74.478
10.504,998.23,100.14,4.9634,24.656,1085.1,550.15,134.73,11.907,1.7252,74.692
10.587,998.2,100.15,5.0156,24.539,1084.8,549.7,134.15,11.895,1.6832,75.106
10.731,998.26,100.14,5,24.575,1084.6,549.61,134.25,11.941,1.6762,75.063
10.602,998.08,100.15,4.9143,24.114,1082.4,549.84,132.38,11.705,1.3296,74.546
10.597,997.83,100.14,4.9966,24.423,1084.4,550.23,133.89,11.88,1.327,74.455
10.634,997.6,100.15,4.7326,23.31,1077.8,549.9,128.85,11.475,1.7286,75.093
11.113,997.49,100.13,4.7051,24.659,1084.8,549.87,134.1,11.678,1.3221,74.693
10.416,998.62,100.16,5.1626,23.503,1069.3,543.55,127.83,11.529,11.864,82.206
10.513,999.22,100.16,5.3224,24.577,1085.5,549.7,134.67,11.927,1.225,74.716
11.145,999.83,100.17,5.3024,24.506,1085,549.8,134.48,11.787,1.6401,75.007
11.937,999.99,100.15,5.0644,24.615,1085.4,549.95,134.54,11.847,1.6311,74.688
11.725,1000.2,97.793,4.7399,24.595,1085.7,550.27,134.69,11.835,1.685,77.037
11.691,1000.6,95.822,4.5764,24.501,1085.6,549.72,134.44,11.805,1.6447,77.159
11.373,1001.2,95.077,4.4372,24.223,1084.1,550.17,133.69,11.774,1.7117,75.431
9.983,1002,95.78,4.3615,23.979,1083.5,550.06,133.67,11.761,1.716,78.031
8.6494,1003,96.798,4.3285,23.814,1082.9,550.17,133.68,11.829,1.8374,78.413
7.4819,1004.1,90.565,5.2982,31.037,1096.2,533.25,157.39,13.487,1.2335,75.508
6.0853,1005.1,89.415,5.4785,32.942,1100.1,528.87,164.27,14.021,0.90326,74.001
5.1309,1006.5,87.516,4.151,23.72,1082.5,549.57,135.01,11.77,1.6534,84.33
4.3253,1008,84.416,4.124,23.548,1082.8,550.06,134.97,11.749,1.6917,84.729
3.425,1009.2,83.001,4.0251,23.515,1082.7,549.98,135.09,11.779,1.7017,86.743
2.5549,1010.2,82.905,3.9848,23.451,1082.4,550.13,135.07,11.784,1.771,88.723
2.0414,1011.4,81.85,4.0251,23.407,1082.6,549.78,134.32,11.719,1.6058,89.697
1.6049,1012.2,82.478,3.9863,23.194,1081.6,549.83,133.4,11.673,1.4505,90.407
0.96726,1017.9,84.35,4.2899,24.961,1086.2,546.51,139.92,12.13,2.5184,94.361
1.0269,1018.9,84.505,4.116,23.61,1084.3,550.09,134.42,11.764,1.9524,90.054
1.8178,1020.1,80.681,4.5867,26.921,1088.9,541.34,145.02,12.672,1.8712,83.74
1.7382,1020.7,78.887,5.3844,33.631,1099.8,524.51,169.18,14.31,0.94869,69.934
1.4308,1020.8,87.732,5.5887,33.94,1099.8,523.26,169.82,14.419,0.97443,68.969
1.5376,1021,87.171,5.5879,33.792,1099.9,524.4,169.25,14.395,1.0394,69.41
1.3562,1021.4,87.602,5.5861,34.095,1100.1,523.75,169.68,14.416,0.85098,68.879
2.1448,1022.1,89.592,5.6624,34.046,1100.1,523.96,169.1,14.405,0.98647,69.559
2.1902,1022.9,85.216,5.5802,33.756,1099.9,523.92,169.31,14.465,0.92351,69.172
1.4993,1023.6,81.725,5.4899,33.651,1099.6,523.9,169.54,14.34,0.58256,69.13
1.2887,1024.3,83.26,5.3581,32.833,1099.9,526.41,167.84,14.229,0.55367,69.79
0.91765,1024.8,81.835,4.8064,27.843,1091.8,538.95,148.88,12.916,1.1199,81.607
1.7212,1025.1,76.269,4.3451,23.888,1087.5,550.13,134.03,12.014,1.7798,91.37
2.2605,1025.7,71.572,4.7997,27.474,1093.4,541.34,145.76,12.85,1.5079,83.362
1.8587,1026.1,74.385,5.2209,32.072,1100.1,529.6,165.29,14.038,0.93426,70.74
1.3718,1026.4,80.391,5.522,34.144,1100.1,522.15,170.16,14.489,0.97782,68.773
1.2597,1026.4,83.231,5.5193,33.88,1100.2,523.02,169.57,14.407,0.85083,68.23
1.3499,1026.5,85.32,5.5486,33.977,1100,522.58,169.51,14.458,0.91167,67.551
1.6283,1026.8,87.38,5.6216,34.228,1099.7,522.03,170.05,14.532,0.85702,66.73
1.7572,1026.8,89.309,5.648,34.13,1100,522,169.61,14.479,0.79606,66.164
1.8597,1026.7,89.783,4.5633,25.711,1087.8,543.74,141.56,12.371,1.6651,84.894
2.4281,1027.2,88.548,4.2141,23.4,1084.7,550.06,133.63,11.822,1.8937,87.987
2.9889,1027.4,86.657,4.2305,23.487,1085,550.04,133.66,11.835,1.9266,88.209
3.7768,1027.1,85.45,4.235,23.557,1085.5,550,133.67,11.868,2.6638,87.708
4.8568,1026.6,85.241,4.2766,23.685,1085.8,550.21,133.67,11.891,2.6577,87.534
5.5214,1026.2,84.358,4.248,23.757,1085.7,550,133.66,11.947,2.6442,86.596
5.3292,1026.1,84.902,4.2559,23.718,1086,549.77,133.94,11.913,1.9505,85.348
5.3256,1026.3,86.317,4.2588,23.659,1085.5,549.78,133.65,11.872,2.024,84.959
4.9795,1026,89.624,4.2644,23.706,1085.4,550.03,133.65,11.812,2.0064,84.074
5.0385,1026.1,91.528,4.3084,23.589,1085.3,550.12,133.65,11.734,1.8792,84.358
5.2707,1026,91.84,4.3684,23.716,1085.7,549.81,133.91,11.878,1.8745,84.425
5.7183,1025.9,91.114,4.3771,23.796,1085.6,550.23,133.64,11.94,2.0445,84.573
5.8282,1025.5,90.36,4.3489,23.718,1085.6,550.09,133.64,11.991,2.1005,84.883
6.0684,1025.3,88.106,4.3658,23.888,1084.9,549.28,133.6,11.836,2.1379,86.108
7.1127,1002.7,86.013,5.8328,34.339,1099.8,526.46,165.26,14.14,0.54695,70.941
5.7784,1003.7,93.379,6.0911,34.24,1100,526.59,166.17,14.208,0.54251,67.958
4.81,1004.1,97.778,6.3297,33.917,1099.9,527.54,165.77,14.067,0.60211,70.515
4.6623,1004.3,97.378,5.9814,32.597,1100.1,531.87,162.69,13.866,0.68622,74.704
5.1146,1004.3,92.546,5.627,32.039,1099.9,534,160.87,13.644,0.53977,76.791
5.501,1004.6,91.69,4.8109,26.603,1077.1,538.35,139.88,12.218,2.4735,87.657
5.5635,1004.8,89.247,3.809,19.942,1037,536.56,111.72,10.478,7.4461,94.82
5.3953,1005.2,87.762,3.7755,19.941,1036.2,535.8,111.71,10.582,7.9962,96.653
4.5505,1006,88.933,3.9371,21.346,1042.7,535.17,117.66,10.999,8.2055,98.3
3.5168,1006.6,88.01,5.1375,29.96,1100.2,540.89,156.45,13.212,0.13468,78.211
2.8258,1009.1,81.773,5.0467,29.647,1099.9,541.14,156.47,13.21,0.16464,79.371
2.4415,1009.9,78.145,5.3487,32.356,1100.1,532.17,163.36,13.773,0.45436,75.776
2.4212,1010.6,76.527,5.582,34.253,1100.3,525.98,168.1,14.224,0.37156,69.399
2.8924,1011.1,71.31,5.6204,34.576,1099.8,524.77,168.34,14.333,0.4134,69.346
3.4934,1011,65.821,5.6016,34.243,1099.7,525.41,167.37,14.298,0.23817,69.308
4.3653,1011.1,62.833,5.6479,34.297,1099.8,525.49,166.9,14.304,0.32682,69.382
5.047,1011.2,60.473,5.6191,33.817,1100.3,526.99,165.75,14.171,0.40845,70.735
5.4218,1011.7,58.536,5.6581,34.095,1100.2,525.79,166.14,14.277,0.50888,71.393
5.3312,1011.9,58.609,5.6487,33.959,1099.9,526.48,166,14.233,0.57949,71.15
5.0618,1012.3,63.82,5.7318,34.578,1100,524.98,167.04,14.351,0.48455,69.112
4.6693,1013.2,66.583,5.6072,33.897,1100.2,526.96,166.06,14.07,0.20707,69.516
4.2584,1013.8,71.23,5.7096,34.604,1100.2,524.89,167.56,14.253,0.44426,68.734
3.9148,1014.3,72.813,5.6597,34.19,1099.9,526.03,167.09,14.095,0.29035,68.593
3.6207,1014.8,73.495,5.7366,34.665,1100.2,524.64,168.2,14.359,0.19987,67.275
3.2349,1014.9,76.365,5.7675,35.018,1099.8,523.49,169.37,14.338,0.22202,65.508
3.0792,1015,75.744,3.8393,21.085,1065.2,548.79,122.56,10.944,2.5155,89.202
3.0143,1015.4,76.07,3.7105,20.195,1035.7,533.7,112.08,10.582,9.3627,117.02
2.7754,1015.6,78.744,3.7347,20.207,1039.7,536.12,113.17,10.61,7.6657,115.11
2.4809,1015.7,80.05,3.7713,20.257,1037.4,534.47,112.81,10.661,9.4847,116.63
2.3309,1015.5,80.897,3.8139,20.305,1036.1,533.38,112.91,10.699,9.7298,118.63
1.2954,1016.7,87.518,5.4587,31.887,1089.3,527.39,157.35,13.558,1.8295,80.546
2.445,1017,85.33,5.7968,34.371,1100.2,525.21,167.09,14.218,0.16554,64.779
3.9659,1017.2,75.696,5.7577,34.366,1099.8,525.5,166.12,14.237,0.54175,68.277
5.27,1017.4,66.096,5.7214,33.682,1100.2,527.79,164.56,14.083,0.93377,71.37
6.1424,1017.1,63.355,5.7979,34.058,1100.1,526.56,164.91,14.154,0.61554,68.593
6.4672,1016.8,61.492,5.7576,33.922,1099.8,526.75,164.78,14.155,0.32738,67.265
6.5781,1016.8,63.544,5.8373,34.494,1100.1,524.99,165.83,14.299,0.28487,66.407
6.5522,1017,66.598,5.7645,33.985,1100,526.59,164.98,14.159,0.55706,66.762
6.5265,1017,66.014,5.8137,34.278,1100.2,525.66,165.41,14.261,0.49822,66.752
6.6011,1017.4,67.819,5.7632,33.99,1099.8,526.63,164.86,14.06,0.20734,66.685
6.1482,1017.9,75.751,5.7282,34.11,1100.1,525.91,165.66,14.16,0.21234,65.143
4.9249,1018.4,87.409,5.7911,33.898,1100.1,526.26,166.22,14.157,0.21235,63.393
4.2008,1018.7,92.616,6.0085,34.299,1100.2,524.69,167.28,14.319,0.2238,62.05
3.9947,1019,94.028,5.9859,34.269,1100,524.97,167.4,14.303,0.37583,61.567
4.0597,1019.3,93.768,6.1618,34.89,1099.9,523.13,168.52,14.429,0.47602,62.044
3.9213,1019.6,92.828,6.1617,34.506,1100.1,524.19,168.09,14.419,0.24562,62.677
3.7667,1020,92.377,4.7229,24.876,1084.7,547.4,138.22,12.01,1.3866,86.035
3.6891,1020.4,92.993,4.6028,23.558,1081.2,549.97,131.01,11.692,1.8413,92.574
4.0969,1023.8,92.221,4.8842,25.122,1090.2,549.74,139.58,12.06,1.0681,85.099
4.9549,1024.3,94.797,4.8838,24.16,1084.8,550.17,133.67,11.838,1.8044,87.664
6.2545,1024,92.495,4.6568,24.184,1084.5,549.89,133.98,11.945,1.2581,84.861
7.3431,1024,87.598,5.9796,34.051,1100,526.28,163.68,14.21,0.30351,64.134
7.7227,1024,84.37,5.9082,33.911,1099.8,526.52,163.39,14.271,0.137,62.44
8.3036,1024,82.088,5.8139,33.688,1100.1,527.25,162.6,14.141,0.58993,63.833
8.472,1024.3,80.203,5.765,33.669,1100.1,527.25,163.02,14.167,0.66281,64.302
8.3054,1024.3,79.991,5.7431,33.698,1099.6,527.41,163.6,14.025,0.63979,63.429
7.5717,1024.6,81.792,5.4754,32.009,1100.1,532.7,160.33,13.754,0.26906,66.238
7.248,1025,82.843,5.8643,34.398,1100,524.69,165.44,14.292,0.20418,62.265
6.9269,1025.6,83.776,5.8421,34.069,1100,525.79,165.29,14.226,0.20921,60.36
6.0407,1026.2,85.215,5.2362,29.529,1091.9,536.07,151.49,13.09,0.59196,70.855
5.3375,1026.6,87.612,4.4604,23.771,1083.1,549.99,133.97,11.82,1.209,83.829
4.7007,1027,88.316,4.4897,23.976,1084.3,549.9,135.09,11.86,1.1756,82.885
4.0485,1027.3,89.694,6.2191,34.952,1100,522.74,168.62,14.369,0.24334,59.54
3.5532,1027.3,90.871,4.2162,21.464,1041.2,531.68,117.76,10.984,8.8254,106.84
4.0228,1028.2,87.146,6.1332,35.47,1099.2,520.62,168.58,14.463,0.56227,63.202
4.3023,1028.5,91.175,5.8956,33.052,1099.9,528.66,164.06,13.982,0.2083,63.338
5.8738,1028.6,93.5,5.9986,33.94,1100,525.67,164.34,14.224,0.33081,64.058
8.4404,1028.5,82.721,5.728,33.345,1099.9,527.63,162.18,14.076,1.1106,70.231
9.5155,1028.5,74.714,5.8194,33.627,1099.8,526.77,162.34,14.123,1.9864,72.275
9.9104,1028.3,75.003,5.7065,33.274,1099.9,527.78,161.69,14.048,0.85537,67.522
10.055,1027.9,73.821,5.7511,33.421,1100.1,527.77,161.88,14.068,0.23124,64.092
10.137,1027.5,69.57,5.6988,33.164,1099.8,528.02,161.22,13.941,0.23666,65.883
10.25,1027.3,70.797,5.7276,33.459,1100.1,527.49,161.64,14.043,0.29719,64.742
9.7506,1027.2,74.842,5.7387,33.46,1100,527.23,162.04,13.991,0.20815,64.114
9.0844,1027.5,80.66,5.7846,33.807,1099.8,526.34,162.95,14.09,0.22763,64.073
8.5527,1027.7,80.698,5.8252,33.896,1099.8,526.15,164.32,14.151,0.31711,63.789
7.6729,1027.9,80.831,5.8349,34.054,1100.1,525.35,164.75,14.218,0.3178,63.854
6.6798,1028.2,82.792,5.9337,34.658,1099.8,523.76,166.89,14.334,0.20717,63.054
5.5429,1028.2,86.266,5.2589,29.178,1100,541.6,154.53,13.157,0.49408,78.825
4.9102,1028.3,88.475,5.5797,31.045,1099.9,535.46,159.53,13.613,0.29718,70.389
4.8649,1028.3,88.406,5.9784,34.123,1099.9,525.18,166.1,14.232,0.30244,64.413
4.72,1028.2,88.049,6.0275,34.719,1100,523.05,167.75,14.45,0.25392,61.866
4.567,1028.1,87.829,6.1062,35.21,1099.9,521.71,168.67,14.497,0.21099,61.074
4.5357,1027.9,87.14,6.0283,34.537,1100.1,523.67,167.51,14.363,0.34463,62.589
4.493,1027.8,86.853,6.0196,34.803,1100,522.59,167.9,14.41,0.48805,63.303
4.3607,1027.8,87.073,5.9956,34.562,1100.1,523.72,167.74,14.367,0.45674,61.88
4.1392,1027.9,87.807,6.06,34.931,1100,522.12,168.73,14.429,0.42799,63.739
4.2432,1028.3,88.888,5.9882,34.307,1099.8,524.38,167.42,14.232,0.34755,62.455
5.0159,1028.7,90.759,6.0522,34.567,1100,523.47,166.9,14.358,0.28401,61.866
7.0302,1028.8,92.536,5.9023,33.667,1100.3,526.94,163.28,14.252,0.52608,64.014
9.4356,1029.1,88.825,5.8615,33.486,1099.9,527.11,161.83,14.113,0.93148,68.044
